No,Date,Route,Bike,Location,Distance(km),RideTime,AvgSpeed(km/h),MaxSpeed(km/h),AvgHR,MaxHR,MaxCadence,GPSPoints
274,2018-09-28 23:35,양평군,Ghost,양평군,34.74,2:48:13,12.4,43.9,,,,874
275,2018-11-10 00:48,안양시,Ghost,안양시,21.38,1:58:56,10.8,34.7,,,,643
276,2018-12-01 00:49,안양시,Ghost,안양시,20.98,1:20:51,15.6,36.6,,,,603
277,2018-12-16 04:20,안양시,Ghost,안양시,21.64,1:27:57,14.8,66.8,,,,571
278,2019-02-23 10:32,안양시,Ghost,안양시,6.88,0:33:07,12.5,21.9,,,,324
279,2019-02-24 22:05,안양시,Ghost,안양시,16.34,1:05:51,14.9,39.2,,,,442
280,2019-02-25 08:21,수원시,Ghost,수원시,16.34,1:13:18,13.4,35.3,,,,461
281,2019-02-25 22:06,안양시,Ghost,안양시,16.56,1:07:42,14.7,32.5,,,,479
282,2019-02-28 22:11,제주시,Ghost,제주시,126.11,5:25:11,23.3,78.7,,,,2906
283,2019-03-02 00:45,서귀포시,Ghost,서귀포시,80.06,4:13:22,19.0,51.7,,,,1818
284,2019-03-02 23:05,제주시,Ghost,제주시,24.76,1:13:27,20.2,37.0,,,,547
285,2019-03-04 08:35,수원시,Ghost,수원시,16.47,1:08:22,14.5,43.0,,,,440
286,2019-03-04 21:59,안양시,Ghost,안양시,16.21,1:06:57,14.5,39.1,,,,465
287,2019-03-06 09:14,수원시,Ghost,수원시,15.79,1:06:09,14.3,40.2,,,,446
288,2019-03-06 22:00,안양시,Ghost,안양시,32.83,2:08:55,15.3,38.9,,,,859
289,2019-03-11 08:20,수원시,Ghost,수원시,16.38,1:08:11,14.4,37.3,,,,458
290,2019-03-13 21:53,안양시,Ghost,안양시,16.50,1:03:08,15.7,40.7,,,,479
291,2019-03-14 10:08,수원시,Ghost,수원시,13.33,0:54:59,14.5,42.5,,,,402
292,2019-03-17 22:00,안양시,Ghost,안양시,16.39,1:07:13,14.6,40.2,,,,425
293,2019-03-18 11:41,수원시,Ghost,수원시,17.74,1:05:08,16.3,40.5,,,114,447
294,2019-03-18 22:04,안양시,Ghost,안양시,17.66,1:05:43,16.1,45.1,,,105,464
295,2019-03-19 10:05,수원시,Ghost,수원시,17.69,1:02:21,17.0,44.2,,,132,411
296,2019-03-20 21:58,안양시,Ghost,안양시,17.83,1:04:46,16.5,34.9,,,99,457
297,2019-03-21 11:18,수원시,Ghost,수원시,14.32,0:56:33,15.2,37.3,,,91,351
298,2019-03-24 22:00,안양시,Ghost,안양시,17.92,1:04:26,16.7,44.8,,,121,442
299,2019-03-25 08:20,수원시,Ghost,수원시,17.76,1:01:25,17.3,42.8,,,91,423
300,2019-03-25 21:52,안양시,Ghost,안양시,17.82,1:05:56,16.2,46.1,,,123,465
301,2019-03-26 11:56,수원시,Ghost,수원시,17.81,1:09:09,15.5,40.8,,,83,454
302,2019-03-27 22:01,안양시,Ghost,안양시,17.87,1:04:04,16.7,37.2,,,93,451
303,2019-03-28 10:03,수원시,Ghost,수원시,17.76,1:06:41,16.0,42.3,,,87,474
304,2019-03-29 22:19,안양시,Ghost,안양시,95.56,5:07:48,18.6,37.3,,,114,2165
305,2019-04-07 21:58,안양시,Ghost,안양시,34.91,2:09:34,16.2,43.3,,,144,914
306,2019-04-08 21:54,안양시,Ghost,안양시,34.61,2:15:20,15.3,38.0,,,117,927
307,2019-04-11 22:17,안양시,Ghost,안양시,35.58,2:13:38,16.0,43.9,,,96,955
308,2019-04-15 21:56,안양시,Ghost,안양시,17.34,1:03:25,16.4,45.5,,,120,443
309,2019-04-18 11:32,수원시,Ghost,수원시,17.42,1:07:17,15.5,37.1,,,121,432
310,2019-04-21 22:06,안양시,Ghost,안양시,17.32,1:04:38,16.1,48.2,,,113,443
311,2019-04-22 08:18,수원시,Ghost,수원시,17.51,1:09:12,15.2,36.4,,,132,448
312,2019-04-22 21:51,안양시,Ghost,안양시,17.36,1:03:57,16.3,46.9,,,149,441
313,2019-04-23 11:16,수원시,,수원시,17.50,1:07:44,15.5,37.9,,,135,440
314,2019-04-24 08:16,수원시,,수원시,17.50,1:08:43,15.3,42.3,,,113,392
315,2019-04-24 21:55,안양시,,안양시,17.30,0:59:54,17.3,47.1,,,131,383
316,2019-04-28 22:13,안양시,Ghost,안양시,34.87,2:09:04,16.2,45.1,,,109,889
317,2019-05-01 22:03,안양시,Ghost,안양시,17.52,1:00:43,17.3,42.2,,,130,474
318,2019-05-02 11:34,수원시,Ghost,수원시,17.47,1:05:14,16.1,37.2,,,117,520
319,2019-05-02 20:43,안양시,Ghost,안양시,17.51,1:04:59,16.2,36.4,,,100,468
320,2019-05-03 08:12,수원시,Ghost,수원시,17.73,1:10:30,15.1,42.3,,,139,453
321,2019-05-05 01:33,안양시,Ghost,안양시,73.86,3:49:07,19.3,35.8,,,124,1695
322,2019-05-06 21:54,안양시,Ghost,안양시,17.37,1:04:22,16.2,43.3,,,128,466
323,2019-05-07 09:48,수원시,Ghost,수원시,17.43,1:06:05,15.8,34.3,,,136,463
324,2019-05-13 21:50,안양시,Ghost,안양시,17.35,1:00:40,17.2,35.3,,,139,475
325,2019-05-14 08:32,수원시,Ghost,수원시,17.39,1:08:03,15.3,45.0,,,133,443
326,2019-05-16 21:04,안양시,Ghost,안양시,16.77,0:59:01,17.0,48.0,,,130,448
327,2019-05-17 08:08,수원시,Ghost,수원시,22.47,1:24:31,15.9,42.6,,,128,627
328,2019-05-19 21:56,안양시,Ghost,안양시,15.55,0:52:31,17.8,40.8,,,121,469
329,2019-05-20 08:46,수원시,Ghost,수원시,16.57,1:08:08,14.6,38.7,,,120,444
330,2019-05-20 21:38,안양시,Ghost,안양시,17.04,1:05:36,15.6,32.8,,,132,467
331,2019-05-21 12:05,수원시,Ghost,수원시,16.71,1:09:03,14.5,39.2,,,112,464
332,2019-05-22 21:55,안양시,Ghost,안양시,17.05,1:02:19,16.4,35.0,,,132,441
333,2019-05-23 09:41,수원시,Ghost,수원시,17.50,1:05:29,16.0,39.0,,,127,454
334,2019-05-27 21:39,안양시,Ghost,안양시,17.50,1:05:51,15.9,34.4,,,137,459
335,2019-05-28 08:09,수원시,Ghost,수원시,23.72,1:24:11,16.9,40.5,,,134,599
336,2019-05-29 21:36,안양시,Ghost,안양시,16.17,0:57:10,17.0,34.2,,,,406
337,2019-05-30 10:46,수원시,Ghost,수원시,16.60,1:06:26,15.0,38.4,,,,470
338,2019-06-02 21:59,안양시,Ghost,안양시,32.91,2:11:08,15.1,42.4,,,,910
339,2019-06-03 21:48,안양시,Ghost,안양시,16.25,1:01:00,16.0,32.4,,,,442
340,2019-06-04 09:57,수원시,Ghost,수원시,16.40,1:01:46,15.9,39.1,,,,452
341,2019-06-08 23:02,마포구,Ghost,마포구,34.16,1:31:48,22.3,45.8,,,,755
342,2019-06-10 08:32,수원시,Ghost,수원시,17.99,1:09:27,15.5,41.5,,,89,495
343,2019-06-10 21:20,안양시,Ghost,안양시,34.19,2:13:04,15.4,45.3,,,119,874
344,2019-06-11 21:05,안양시,Ghost,안양시,16.40,0:58:25,16.8,45.1,,,,419
345,2019-06-15 02:12,정선군,Ghost,정선군,55.53,3:44:12,14.9,75.4,,,,1119
346,2019-06-16 22:08,안양시,Ghost,안양시,16.35,0:59:29,16.5,41.5,,,,441
347,2019-06-17 08:46,수원시,Ghost,수원시,16.39,1:05:08,15.1,43.9,,,,467
348,2019-06-18 09:23,수원시,Ghost,수원시,17.58,1:04:58,16.2,40.4,,,117,438
349,2019-06-18 21:11,안양시,Ghost,안양시,17.90,1:05:25,16.4,37.3,,,122,448
350,2019-06-19 21:45,안양시,Ghost,안양시,17.24,1:03:41,16.2,36.7,,,128,461
351,2019-06-22 02:02,과천시,Ghost,과천시,18.82,1:40:35,11.2,35.8,,,,581
352,2019-06-23 22:08,안양시,Ghost,안양시,34.05,2:22:25,14.3,36.3,,,,952
353,2019-06-24 21:59,안양시,Ghost,안양시,16.45,0:58:55,16.8,43.5,,,,442
354,2019-06-25 11:40,수원시,Ghost,수원시,16.56,1:07:30,14.7,37.0,,,,444
355,2019-06-26 08:10,수원시,Ghost,수원시,16.97,1:05:07,15.6,38.3,,,,511
356,2019-06-26 22:06,안양시,Ghost,안양시,16.49,0:55:45,17.7,40.9,,,,437
357,2019-06-30 21:54,안양시,Ghost,안양시,16.53,0:58:16,17.0,40.0,,,,426
358,2019-07-01 08:15,수원시,Ghost,수원시,22.31,1:42:23,13.1,39.3,,,,642
359,2019-07-01 22:00,안양시,Ghost,안양시,16.48,0:59:00,16.8,35.4,,,,450
360,2019-07-02 08:06,수원시,Ghost,수원시,22.67,1:41:38,13.4,36.6,,,,679
361,2019-07-02 21:59,안양시,Ghost,안양시,16.40,1:01:37,16.0,38.8,,,,457
362,2019-07-07 21:58,안양시,Ghost,안양시,32.95,2:03:35,16.0,42.1,,,,894
363,2019-07-08 21:56,안양시,Ghost,안양시,31.96,1:59:47,16.0,40.7,,,,890
364,2019-07-09 22:10,안양시,Ghost,안양시,16.38,0:57:51,17.0,39.6,,,,444
365,2019-07-10 08:00,수원시,Ghost,수원시,32.97,1:59:57,16.5,42.7,,,,922
366,2019-07-12 08:03,수원시,Ghost,수원시,17.70,1:16:48,13.8,41.5,,,,523
367,2019-07-12 23:46,시흥시,Ghost,시흥시,51.91,3:03:53,16.9,32.9,,,,1325
368,2019-07-14 22:04,안양시,Ghost,안양시,34.37,2:12:44,15.5,38.6,,,,979
369,2019-07-15 21:45,안양시,Ghost,안양시,16.57,0:58:56,16.9,34.2,,,,458
370,2019-07-16 10:59,수원시,Ghost,수원시,16.49,1:06:15,14.9,38.4,,,,446
371,2019-07-16 21:54,안양시,Ghost,안양시,18.07,1:18:59,13.7,32.9,,,,519
372,2019-07-17 10:57,수원시,Ghost,수원시,16.05,1:04:37,14.9,38.3,,,,444
373,2019-07-17 22:03,안양시,Ghost,안양시,16.59,1:00:29,16.5,36.7,,,,453
374,2019-07-18 08:20,수원시,Ghost,수원시,17.83,1:14:40,14.3,39.4,,,,517
375,2019-07-18 21:41,안양시,Ghost,안양시,16.49,0:57:10,17.3,38.3,,,,436
376,2019-07-19 08:08,수원시,Ghost,수원시,16.37,0:59:37,16.5,37.9,,,,421
377,2019-07-21 03:58,안양시,Ghost,안양시,21.00,1:29:02,14.1,35.7,,,,549
378,2019-07-21 22:03,안양시,Ghost,안양시,16.38,0:58:54,16.7,35.0,,,,446
379,2019-07-22 08:01,수원시,Ghost,수원시,17.73,1:17:33,13.7,38.8,,,,497
380,2019-07-22 21:49,안양시,Ghost,안양시,34.05,2:16:59,14.9,40.4,,,,935
381,2019-07-23 22:14,안양시,Ghost,안양시,34.10,2:16:31,15.0,40.4,,,,991
382,2019-07-28 21:55,안양시,Ghost,안양시,16.44,0:59:46,16.5,39.2,,,,470
383,2019-07-29 08:20,수원시,Ghost,수원시,17.87,1:14:23,14.4,44.9,,,,519
384,2019-07-30 21:53,안양시,Ghost,안양시,16.44,0:57:03,17.3,39.7,,,,440
385,2019-07-31 08:19,수원시,Ghost,수원시,17.57,1:12:44,14.5,38.0,,,,491
386,2019-07-31 21:47,안양시,Ghost,안양시,16.34,0:59:25,16.5,38.2,,,,426
387,2019-08-01 09:21,수원시,Ghost,수원시,17.66,1:15:30,14.0,41.2,,,,490
388,2019-08-01 21:38,안양시,Ghost,안양시,16.51,1:01:10,16.2,38.9,,,,444
389,2019-08-05 08:15,수원시,Ghost,수원시,17.72,1:17:14,13.8,36.0,,,,521
390,2019-08-05 21:43,안양시,Ghost,안양시,16.36,0:59:33,16.5,35.0,,,,450
391,2019-08-07 08:14,수원시,Ghost,수원시,17.67,1:16:14,13.9,38.7,,,,497
392,2019-08-07 21:39,안양시,Ghost,안양시,16.45,1:02:02,15.9,38.7,,,,475
393,2019-08-08 11:37,수원시,Ghost,수원시,16.54,1:04:22,15.4,41.5,,,,449
394,2019-08-08 21:33,안양시,Ghost,안양시,16.54,1:00:48,16.3,39.4,,,,459
395,2019-08-12 08:52,수원시,Santa Cruz,수원시,16.60,1:07:19,14.8,40.8,,,,491
396,2019-08-12 20:56,안양시,Santa Cruz,안양시,16.50,1:05:36,15.1,33.7,,,,447
397,2019-08-25 22:03,안양시,Santa Cruz,안양시,16.48,0:59:23,16.6,44.0,,,,446
398,2019-08-26 08:55,수원시,Santa Cruz,수원시,16.45,1:06:10,14.9,40.0,,,,439
399,2019-08-28 08:10,수원시,Santa Cruz,수원시,16.48,1:04:04,15.4,41.5,,,,471
400,2019-08-28 22:07,안양시,Santa Cruz,안양시,16.38,1:00:41,16.2,39.5,,,,434
401,2019-08-31 01:32,안양시,Santa Cruz,안양시,20.91,1:20:39,15.6,37.1,,,,535
402,2019-09-01 22:03,안양시,Santa Cruz,안양시,16.39,1:03:12,15.6,39.4,,,,435
403,2019-09-02 08:30,수원시,Santa Cruz,수원시,17.55,1:13:36,14.3,37.3,,,,482
404,2019-09-02 21:48,안양시,Santa Cruz,안양시,16.40,0:58:53,16.7,42.1,,,,424
405,2019-09-03 09:42,수원시,Santa Cruz,수원시,16.92,1:12:47,13.9,35.2,,,,548
406,2019-09-08 21:46,안양시,Santa Cruz,안양시,16.46,0:58:51,16.8,41.2,,,,453
407,2019-09-09 08:31,수원시,Santa Cruz,수원시,16.35,1:04:34,15.2,36.2,,,,441
408,2019-09-10 21:04,안양시,Santa Cruz,안양시,16.50,1:01:05,16.2,39.6,,,,442
409,2019-09-11 08:15,수원시,Santa Cruz,수원시,17.53,1:20:07,13.1,39.3,,,,486
410,2019-09-12 07:17,안양시,Santa Cruz,안양시,21.23,1:19:39,16.0,37.7,,,,561
411,2019-09-13 22:49,안양시,Santa Cruz,안양시,21.64,1:22:59,15.6,38.0,,,,546
412,2019-09-15 22:06,안양시,Santa Cruz,안양시,16.51,1:00:53,16.3,39.4,,,,443
413,2019-09-16 08:29,수원시,Santa Cruz,수원시,16.41,1:06:04,14.9,40.0,,,,438
414,2019-09-16 21:52,안양시,Santa Cruz,안양시,16.49,1:02:10,15.9,37.5,,,,468
415,2019-09-17 09:53,수원시,Santa Cruz,수원시,16.43,1:05:19,15.1,39.3,,,,442
416,2019-09-17 20:59,안양시,Santa Cruz,안양시,16.39,1:00:05,16.4,38.1,,,,425
417,2019-09-18 07:58,수원시,Santa Cruz,수원시,22.23,1:43:00,12.9,36.5,,,,614
418,2019-09-18 21:41,안양시,Santa Cruz,안양시,16.59,1:00:08,16.5,39.3,,,,447
419,2019-09-19 10:54,수원시,Santa Cruz,수원시,16.45,1:06:24,14.9,38.0,,,,442
420,2019-09-19 21:00,안양시,Santa Cruz,안양시,16.40,1:02:59,15.6,30.0,,,,439
421,2019-09-21 01:13,양평군,Santa Cruz,양평군,30.83,2:13:16,13.9,46.1,,,,1011
422,2019-09-21 07:06,과천시,Santa Cruz,과천시,9.79,0:32:14,18.2,36.5,,,,284
423,2019-09-22 21:56,안양시,Santa Cruz,안양시,16.57,1:03:37,15.6,41.1,,,,462
424,2019-09-23 08:55,수원시,Santa Cruz,수원시,16.55,1:06:05,15.0,36.9,,,,479
425,2019-09-23 21:55,안양시,Santa Cruz,안양시,15.51,0:56:50,16.4,40.2,,,,469
426,2019-09-24 10:58,수원시,Santa Cruz,수원시,16.38,1:07:29,14.6,36.4,,,,447
427,2019-09-24 21:04,안양시,Santa Cruz,안양시,16.38,1:00:50,16.1,35.2,,,,470
428,2019-09-25 08:22,수원시,Santa Cruz,수원시,16.40,1:06:27,14.8,39.7,,,,502
429,2019-09-25 21:53,안양시,Santa Cruz,안양시,16.31,1:03:50,15.3,36.7,,,,487
430,2019-09-29 22:12,안양시,Santa Cruz,안양시,16.44,1:00:45,16.2,31.0,,,,436
431,2019-09-30 08:06,수원시,Santa Cruz,수원시,16.40,1:04:35,15.2,34.7,,,,493
432,2019-09-30 22:05,안양시,Santa Cruz,안양시,16.51,1:02:07,15.9,39.5,,,,453
433,2019-10-01 10:20,수원시,Santa Cruz,수원시,16.47,1:05:20,15.1,35.4,,,,486
434,2019-10-03 08:10,안양시,Santa Cruz,안양시,20.82,1:21:46,15.3,37.8,,,,538
435,2019-10-05 00:45,안양시,Santa Cruz,안양시,22.11,1:30:48,14.6,38.2,,,,639
436,2019-10-09 01:06,안양시,Santa Cruz,안양시,21.73,1:30:39,14.4,34.8,,,,562
437,2019-10-09 22:06,안양시,Santa Cruz,안양시,16.51,1:03:34,15.6,38.4,,,,491
438,2019-10-10 11:09,수원시,Santa Cruz,수원시,16.48,1:06:11,14.9,36.5,,,,486
439,2019-10-13 00:01,Cyclemeter,,,103.73,9:50:45,10.5,40.7,,,,10289
440,2019-10-13 22:07,안양시,Santa Cruz,안양시,16.40,1:03:36,15.5,40.5,,,,445
441,2019-10-14 08:29,수원시,Santa Cruz,수원시,16.43,1:08:48,14.3,35.2,,,,495
442,2019-10-14 22:04,안양시,Santa Cruz,안양시,16.57,1:04:35,15.4,34.4,,,,455
443,2019-10-15 08:17,수원시,Santa Cruz,수원시,16.43,1:08:36,14.4,34.5,,,,469
444,2019-10-19 08:04,안양시,Santa Cruz,안양시,20.63,1:27:47,14.1,34.4,,,,520
445,2019-10-20 03:30,안양시,Santa Cruz,안양시,20.45,1:18:41,15.6,38.7,,,,529
446,2019-10-20 22:01,안양시,Santa Cruz,안양시,16.54,1:06:55,14.8,33.0,,,,474
447,2019-10-21 08:12,수원시,Santa Cruz,수원시,17.55,1:22:32,12.8,36.9,,,,491
448,2019-10-21 21:56,안양시,Santa Cruz,안양시,16.41,1:07:47,14.5,29.5,,,,431
449,2019-10-22 09:46,수원시,Santa Cruz,수원시,16.37,1:12:50,13.5,35.7,,,,448
450,2019-10-22 21:06,안양시,Santa Cruz,안양시,16.45,1:09:52,14.1,39.0,,,,446
451,2019-10-23 08:17,수원시,Santa Cruz,수원시,16.67,1:08:20,14.6,34.5,,,,452
452,2019-10-23 22:07,안양시,Santa Cruz,안양시,16.56,1:02:55,15.8,40.2,,,,456
453,2019-10-24 09:32,수원시,Santa Cruz,수원시,16.48,1:05:20,15.1,40.0,,,,468
454,2019-10-27 22:09,안양시,Santa Cruz,안양시,16.41,1:02:53,15.7,31.8,,,,442
455,2019-10-28 08:03,수원시,Santa Cruz,수원시,16.40,1:08:31,14.4,38.6,,,,462
456,2019-10-29 21:04,안양시,Santa Cruz,안양시,16.37,1:06:23,14.8,38.2,,,,437
457,2019-10-30 08:13,수원시,Santa Cruz,수원시,17.72,1:15:42,14.0,36.1,,,,519
458,2019-10-30 22:12,안양시,Santa Cruz,안양시,16.46,1:04:14,15.4,33.2,,,,448
459,2019-11-04 21:29,안양시,Santa Cruz,안양시,16.45,1:02:44,15.7,32.0,,,,450
460,2019-11-05 08:31,수원시,Santa Cruz,수원시,16.44,1:04:29,15.3,37.8,,,,437
461,2019-11-06 08:22,수원시,Santa Cruz,수원시,16.04,1:03:15,15.2,46.4,,,103,474
462,2019-11-06 21:48,안양시,Santa Cruz,안양시,15.80,0:53:21,17.8,37.2,,,,421
463,2019-11-07 21:44,안양시,Santa Cruz,안양시,15.57,1:00:42,15.4,32.1,,,113,508
464,2019-11-16 02:09,안양시,Santa Cruz,안양시,21.29,1:23:17,15.3,39.0,,,,604
465,2019-11-23 06:26,안양시,Santa Cruz,안양시,21.85,1:29:55,14.6,37.4,,,,611
466,2019-11-25 08:27,수원시,Santa Cruz,수원시,16.57,1:08:33,14.5,35.9,,,,488
467,2019-11-26 21:51,안양시,Santa Cruz,안양시,16.67,1:01:27,16.3,35.9,,,,496
468,2019-11-27 08:05,수원시,Santa Cruz,수원시,16.47,1:09:18,14.3,34.5,,,,477
469,2019-11-27 21:38,안양시,Santa Cruz,안양시,16.52,1:04:48,15.3,32.7,,,,514
470,2019-11-28 09:59,수원시,Santa Cruz,수원시,16.44,1:08:23,14.4,35.6,,,,471
471,2019-12-08 07:05,안양시,Santa Cruz,안양시,20.91,1:30:15,13.9,32.6,,,,591
472,2019-12-15 04:39,안양시,Santa Cruz,안양시,20.66,1:24:05,14.7,44.7,,,,583
473,2019-12-22 03:43,안양시,Santa Cruz,안양시,23.68,1:46:13,13.4,34.5,,,,666
474,2019-12-28 01:13,안양시,Santa Cruz,안양시,20.68,1:31:00,13.6,37.7,,,,559
475,2020-01-01 06:38,안양시,Santa Cruz,안양시,20.85,1:34:01,13.3,31.8,,,,603
476,2020-01-24 04:31,안양시,Santa Cruz,안양시,20.81,1:29:30,14.0,44.7,,,,569
477,2020-02-15 00:37,Tanah Lot,,Tanah Lot,21.69,1:36:00,13.6,20.0,,,,897
478,2020-02-23 21:48,Cyclemeter,,,19.42,8:27:50,2.3,2.3,,,,0
479,2020-02-29 06:53,안양시,,안양시,20.24,1:24:07,14.4,20.0,,,,859
480,2020-03-01 21:51,안양시,,안양시,16.12,1:01:34,15.7,19.9,,,,726
481,2020-03-02 09:03,수원시,Ghost,수원시,16.75,1:07:15,14.9,39.1,,,,543
482,2020-03-02 21:54,안양시,Ghost,안양시,16.56,1:05:47,15.1,38.1,,,,466
483,2020-03-03 08:11,수원시,Ghost,수원시,17.80,1:18:28,13.6,38.7,,,,534
484,2020-03-03 21:44,안양시,Ghost,안양시,16.56,1:05:27,15.2,38.3,,,,476
485,2020-03-04 08:12,수원시,Ghost,수원시,16.53,1:12:05,13.8,36.9,,,,472
486,2020-03-06 08:18,수원시,Ghost,수원시,17.77,1:21:04,13.2,37.3,,,,510
487,2020-03-08 07:06,안양시,Ghost,안양시,16.45,1:06:17,14.9,33.3,,,,481
488,2020-03-09 08:20,수원시,Ghost,수원시,16.67,1:11:48,13.9,33.2,,,,472
489,2020-03-09 21:52,안양시,Ghost,안양시,16.62,1:04:24,15.5,34.9,,,,539
490,2020-03-10 21:53,안양시,Ghost,안양시,16.60,1:04:18,15.5,37.5,,,,502
491,2020-03-11 08:13,수원시,Ghost,수원시,17.99,1:22:23,13.1,32.3,,,,549
492,2020-03-11 21:49,안양시,Ghost,안양시,32.87,2:14:40,14.6,35.0,,,,940
493,2020-03-13 23:05,안양시,Ghost,안양시,86.98,4:46:42,18.2,39.9,,,,2162
494,2020-03-15 01:37,남동구,Ghost,남동구,15.35,1:13:42,12.5,18.8,,,,361
495,2020-03-15 21:52,안양시,Ghost,안양시,16.41,1:10:17,14.0,29.7,,,,455
496,2020-03-16 11:15,수원시,Ghost,수원시,16.48,1:11:06,13.9,34.5,,,,417
497,2020-03-16 21:51,안양시,Ghost,안양시,16.46,1:08:31,14.4,36.3,,,,456
498,2020-03-17 09:00,수원시,Ghost,수원시,16.56,1:08:04,14.6,37.8,,,,424
499,2020-03-17 21:53,안양시,Ghost,안양시,16.43,1:07:34,14.6,35.3,,,,487
500,2020-03-18 08:40,수원시,Ghost,수원시,17.74,1:19:54,13.3,34.8,,,,511
501,2020-03-19 21:44,안양시,Ghost,안양시,16.36,1:08:07,14.4,35.4,,,,436
502,2020-03-20 08:24,수원시,Ghost,수원시,17.65,1:23:32,12.7,28.7,,,,505
503,2020-03-21 01:08,군포시,Ghost,군포시,11.61,1:08:15,10.2,27.5,,,,323
504,2020-03-22 22:13,안양시,Ghost,안양시,16.36,1:07:32,14.5,36.1,,,,451
505,2020-03-23 08:20,수원시,Ghost,수원시,34.20,2:30:05,13.7,39.2,,,,1002
506,2020-03-24 08:22,수원시,Ghost,수원시,16.38,1:13:09,13.4,35.2,,,,442
507,2020-03-24 21:48,안양시,Ghost,안양시,16.45,1:03:44,15.5,35.1,,,,455
508,2020-03-25 08:02,수원시,Ghost,수원시,16.52,1:10:44,14.0,35.8,,,,443
509,2020-03-28 00:35,안양시,Ghost,안양시,28.38,2:18:13,12.3,37.7,,,,866
510,2020-03-29 22:05,안양시,Ghost,안양시,16.41,1:06:34,14.8,36.7,,,,456
511,2020-03-30 08:14,수원시,Ghost,수원시,16.47,1:09:55,14.1,39.5,,,,455
512,2020-03-30 21:54,안양시,Ghost,안양시,16.24,1:09:02,14.1,32.1,,,,474
513,2020-03-31 08:29,수원시,Ghost,수원시,16.32,1:09:05,14.2,38.6,,,,456
514,2020-03-31 21:52,안양시,Ghost,안양시,16.73,1:09:47,14.4,36.0,,,,504
515,2020-04-01 08:07,수원시,Ghost,수원시,18.34,1:28:47,12.4,39.6,,,,505
516,2020-04-01 21:47,안양시,Ghost,안양시,16.54,1:08:14,14.5,32.9,,,,470
517,2020-04-02 08:11,수원시,Ghost,수원시,19.59,1:30:17,13.0,37.0,,,,582
518,2020-04-04 01:07,군포시,Ghost,군포시,11.38,1:07:28,10.1,26.0,,,,309
519,2020-04-05 21:46,안양시,Santa Cruz,안양시,16.43,1:06:32,14.8,36.4,,,,453
520,2020-04-06 08:15,수원시,Santa Cruz,수원시,17.90,1:24:26,12.7,32.3,,,,561
521,2020-04-06 21:47,안양시,Santa Cruz,안양시,16.45,1:09:33,14.2,34.5,,,,494
522,2020-04-07 08:10,수원시,Santa Cruz,수원시,17.83,1:23:36,12.8,38.8,,,,564
523,2020-04-07 21:50,안양시,Santa Cruz,안양시,16.47,1:07:27,14.7,40.3,,,,494
524,2020-04-08 08:10,수원시,Santa Cruz,수원시,18.22,1:22:55,13.2,37.9,,,,567
525,2020-04-08 21:50,안양시,Santa Cruz,안양시,16.46,1:06:24,14.9,38.4,,,,491
526,2020-04-09 10:57,수원시,Santa Cruz,수원시,16.57,1:08:51,14.4,35.4,,,,467
527,2020-04-09 22:01,안양시,Santa Cruz,안양시,16.47,1:07:29,14.6,33.1,,,,466
528,2020-04-10 08:07,수원시,Santa Cruz,수원시,17.74,1:19:03,13.5,35.5,,,,488
529,2020-04-12 21:54,안양시,Santa Cruz,안양시,16.42,1:05:45,15.0,32.5,,,,457
530,2020-04-13 11:07,수원시,Santa Cruz,수원시,16.49,1:11:49,13.8,35.1,,,,510
531,2020-04-15 21:51,안양시,Santa Cruz,안양시,16.54,1:06:08,15.0,31.9,,,,481
532,2020-04-16 10:58,수원시,Santa Cruz,수원시,16.48,1:11:20,13.9,33.6,,,,479
533,2020-04-17 23:54,안양시,Santa Cruz,안양시,109.18,6:09:11,17.7,43.1,,,,2640
534,2020-04-18 06:17,Cyclemeter,,,31.91,2:35:03,12.3,33.1,,,,936
535,2020-04-19 21:48,안양시,Santa Cruz,안양시,16.43,1:05:30,15.0,35.0,,,,429
536,2020-04-20 11:09,수원시,Santa Cruz,수원시,16.51,1:08:09,14.5,34.3,,,,478
537,2020-04-20 21:49,안양시,Santa Cruz,안양시,16.36,1:03:11,15.5,38.1,,,,488
538,2020-04-21 09:17,수원시,Santa Cruz,수원시,16.71,1:06:45,15.0,32.3,,,,487
539,2020-04-21 21:42,안양시,Santa Cruz,안양시,16.51,0:58:02,17.1,36.9,,,,452
540,2020-04-22 08:23,수원시,Santa Cruz,수원시,16.43,1:07:27,14.6,35.8,,,,428
541,2020-04-22 21:53,안양시,Santa Cruz,안양시,16.48,1:04:25,15.3,33.7,,,,455
542,2020-04-23 08:37,수원시,Santa Cruz,수원시,16.45,1:09:30,14.2,40.8,,,,459
543,2020-04-25 00:48,안양시,Santa Cruz,안양시,59.27,3:41:29,16.1,43.8,,,,1559
544,2020-04-26 21:57,안양시,Santa Cruz,안양시,16.33,1:08:10,14.4,33.4,,,,436
545,2020-04-27 10:53,수원시,Santa Cruz,수원시,16.43,1:08:55,14.3,34.8,,,,471
546,2020-04-27 21:49,안양시,Santa Cruz,안양시,34.38,2:27:14,14.0,40.2,,,,977
547,2020-04-28 21:39,안양시,Santa Cruz,안양시,16.44,1:05:55,15.0,32.9,,,,446
548,2020-04-29 08:33,수원시,Santa Cruz,수원시,17.94,1:20:38,13.3,42.0,,,,519
549,2020-05-01 23:47,안양시,Santa Cruz,안양시,75.66,4:59:09,15.2,74.5,,,,2196
